# commit: a97e75530ae93c0683ff5c53496ee5df0a088578
# spec_sha256: a85c11b0f32710be93f7ffc049a0cf15d689ac7bef6e9d8aaeaebf2be8c981b7
"leg","maintenance_cap","induction_window_weeks","h_per_year","pi_cure","lambda_usd_per_qaly","price_source","price_usd_per_course","arrangement","installment_length_years","installment_financing_rate_per_year","rebate_share","outcome_observation_years","reporting_horizon","reporting_horizon_years","discounted","route_model_usd","route_independent_usd","agreement_usd","route_model_share","route_independent_share","agreement_share","timing_gap_closed_share"
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.384261950481046,0.615738049518954,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.971156565180507,0.384261950481046,0.586894614699462,0.0468436778302508
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.384261950481046,0.384261950481046,-5.55111512312578e-17,1
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.609446182957879,0.390553817042121,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.609446182957879,0.390553817042121,2.84268896162246e-16
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.943419680562074,0.609446182957879,0.333973497604195,0.144872017553023
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.609446182957879,0.390553817042121,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.971156565180507,0.609446182957879,0.361710382222628,0.073852651186308
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.609446182957879,0.609446182957879,0,1
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.945347803277901,0.0546521967220986,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.945347803277901,0.0546521967220985,2.03143348522757e-15
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.943419680562074,0.945347803277901,-0.00192812271582743,1.03527987585992
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.945347803277901,0.0546521967220986,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.971156565180507,0.945347803277901,0.0258087619026057,0.527763503563436
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.945347803277901,0.945347803277901,0,1
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"frontier_P_star_lambda_zero",63647.6174337325,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,7.45058059692383e-09,0,7.45058059692383e-09,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"frontier_P_star_lambda_zero",63647.6174337325,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,7.45058059692383e-09,0,7.45058059692383e-09,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"frontier_P_star_lambda_zero",63647.6174337325,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,2.23517417907715e-08,0,2.23517417907715e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"frontier_P_star_lambda_zero",63647.6174337325,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,2.23517417907715e-08,0,2.23517417907715e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"frontier_P_star_lambda_zero",63647.6174337325,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,9.68575477600098e-08,0,9.68575477600098e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,207285830.269147,207285830.269147,2.98023223876953e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,1000355564.56702,1000355564.56702,-1.19209289550781e-07,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,2182782150.24014,2182782150.24014,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,4372930705.01657,4372930705.01657,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,7622983300.16329,7622983300.16328,9.5367431640625e-07,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,2,"lifetime",65,TRUE,392023.170842856,392023.170842856,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,0,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,5,"lifetime",65,TRUE,371421.764467079,371421.764467079,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,373746.341685713,373746.341685713,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,332543.528934159,332543.528934159,0,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,1,1e+05,"risk_neutralising_q_flat",76040.9933903543,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,5618.8780519916,5618.87805199115,4.49290382675827e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,1,1e+05,"risk_neutralising_q_flat",64855.062799715,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,1207.445365983,1207.44536598256,4.47926140623167e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,1,1e+05,"risk_neutralising_q_flat",96539.1850202012,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,14596.3047379604,14596.30473796,4.47471393272281e-10,NA,NA,NA,NA
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,1,0.119592906723796,0.880407093276204,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.211994729515122,0.119592906723796,0.0924018227913261,0.895046480773483
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.2,0.119592906723796,0.0804070932762038,0.908670552645152
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.343233362451066,0.119592906723796,0.22364045572727,0.74598062937561
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.333333333333333,0.119592906723796,0.213740426609537,0.757225460537627
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.119592906723796,0.119592906723796,1.38777878078145e-17,1
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.269621410480153,0.730378589519847,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.617640220056831,0.269621410480153,0.348018809576678,0.523509020430807
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.582693939108304,0.269621410480153,0.313072528628151,0.5713558240611
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.269621410480153,0.730378589519847,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.971156565180507,0.269621410480153,0.701535154700354,0.039491073853157
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.269621410480153,0.269621410480153,0,1
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.391043835249912,0.608956164750089,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.391043835249912,0.608956164750088,1.82315754218661e-16
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.943419680562074,0.391043835249912,0.552375845312162,0.0929136163046256
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.391043835249912,0.608956164750089,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.971156565180507,0.391043835249912,0.580112729930595,0.0473653712518537
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.391043835249912,0.391043835249912,0,1
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.613158273414957,0.386841726585043,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.613158273414957,0.386841726585043,2.86996709074269e-16
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.943419680562074,0.613158273414957,0.330261407147117,0.146262193423148
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.613158273414957,0.386841726585043,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.971156565180507,0.613158273414957,0.35799829176555,0.0745613330653771
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.613158273414957,0.613158273414957,0,1
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.945824876925513,0.054175123074487,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.945824876925513,0.0541751230744869,2.04932257024811e-15
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.943419680562074,0.945824876925513,-0.00240519636343905,1.04439669403486
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.945824876925513,0.054175123074487,0
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.971156565180507,0.945824876925513,0.0253316882549941,0.532411062173965
"gap_closed_single_cohort","off",8,0.05,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.945824876925513,0.945824876925513,0,1
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"frontier_P_star_lambda_zero",9481.81140621385,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,0,0,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"frontier_P_star_lambda_zero",9481.81140621385,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,0,0,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"frontier_P_star_lambda_zero",9481.81140621385,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,-2.98023223876953e-08,0,-2.98023223876953e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"frontier_P_star_lambda_zero",9481.81140621385,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,-2.98023223876953e-08,0,-2.98023223876953e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"frontier_P_star_lambda_zero",9481.81140621385,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,-8.19563865661621e-08,0,-8.19563865661621e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,296462999.901556,296462999.901556,1.78813934326172e-07,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,1539377297.61955,1539377297.61955,2.38418579101562e-07,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,3384604456.4802,3384604456.4802,1.43051147460938e-06,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,6506789342.43553,6506789342.43553,-1.9073486328125e-06,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,9310955189.05738,9310955189.05737,9.5367431640625e-06,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,2,"lifetime",65,TRUE,257552.1622237,257552.1622237,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,0,"lifetime",65,TRUE,257483.464976755,257483.464976755,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,5,"lifetime",65,TRUE,261189.9555372,261189.9555372,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,104804.3244474,104804.3244474,-1.45519152283669e-11,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,104666.92995351,104666.92995351,-2.91038304567337e-11,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,112079.9110744,112079.9110744,1.45519152283669e-11,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.1,0.25,1e+05,"risk_neutralising_q_flat",53482.354655869,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,4179.36833925257,4179.36833925251,6.09361450187862e-11,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.1,0.25,1e+05,"risk_neutralising_q_flat",41274.058350253,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,1047.14051736231,1047.14051736224,6.43467501504347e-11,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.1,0.25,1e+05,"risk_neutralising_q_flat",78887.9259776636,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,12067.6687995398,12067.6687995397,6.91215973347425e-11,NA,NA,NA,NA
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,1,0.147928915572247,0.852071084427753,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.211994729515122,0.147928915572247,0.0640658139428751,0.924811655842187
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.2,0.147928915572247,0.0520710844277528,0.938888802378826
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.343233362451066,0.147928915572247,0.195304446878819,0.770788552213359
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.333333333333333,0.147928915572247,0.185404417761086,0.782407335315688
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.147928915572247,0.147928915572247,0,1
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.360657059395137,0.639342940604863,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.617640220056831,0.360657059395137,0.256983160661694,0.598051148545459
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.582693939108304,0.360657059395137,0.222036879713167,0.652710829178617
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.360657059395137,0.639342940604863,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.971156565180507,0.360657059395137,0.61049950578537,0.0451141836213989
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.360657059395137,0.360657059395137,0,1
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.521385260265956,0.478614739734044,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.521385260265956,0.478614739734044,2.31965907536004e-16
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.943419680562074,0.521385260265956,0.422034420296118,0.118216834419614
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.521385260265956,0.478614739734044,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.971156565180507,0.521385260265956,0.449771304914551,0.0602644098163809
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.521385260265956,0.521385260265956,1.11022302462516e-16,1
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.769972607940885,0.230027392059115,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.769972607940885,0.230027392059114,4.82648181456511e-16
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.943419680562074,0.769972607940885,0.173447072621189,0.245972094590307
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.769972607940885,0.230027392059115,0
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.971156565180507,0.769972607940885,0.201183957239622,0.125391304754177
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.769972607940885,0.769972607940885,0,1
"gap_closed_single_cohort","off",8,0.1,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.989570857258759,0.0104291427412408,0
